gene_symbol,phenotype,mendelian_disease_group,ground_truth
COLQ,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
BTD,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
MYD88,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SCN5A,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CX3CR1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
RPSA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CCR5,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PLXNB1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TREX1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
COL7A1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
LAMB2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TRAIP,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PRKCD,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
POU1F1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PROS1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CASR,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
UMPS,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
GATA2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TF,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
AGTR1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SMC4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SLC2A2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PIK3CA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SOX2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
ADIPOQ,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
LPP,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TFRC,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
RNF168,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
IDUA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
DOK7,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
WFS1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PROM1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SEPSECS,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
RBPJ,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CHIC2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
KIT,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SRP72,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TRMT10A,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
NFKB1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TBCK,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CFI,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
LARP7,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
IL21,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SPATA5,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PGRMC2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
GYPA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
LRBA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CTSO,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CTSK,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
MSMO1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TLR3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TERT,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
OTULIN,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
IL7R,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
GHR,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
FGF10,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PIK3R1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
OCLN,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
HEXB,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
COL4A3BP,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
AP3B1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
XRCC4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TTC37,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CAST,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
LMNB1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
RAD50,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TMEM173,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SPINK5,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PDGFRB,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
IRGM,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
GLRA1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
ITK,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
IL12B,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
DOCK2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
KCNMB1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
NPM1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
NKX2-5,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
F13A1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
DSP,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
GCNT2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
GCM2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TPMT,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
HFE,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
MOG,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CDSN,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CFB,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SKIV2L,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CYP21A2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
HLA-DQB1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TAP2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PSMB8,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TAP1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TAPBP,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
VEGFA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
IL17F,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
DST,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
RAB23,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PGM3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
NT5E,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
ZBTB24,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TRAF3IP2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
LAMA4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
IFNGR1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TNFAIP3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
HIVEP2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
ADAT2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
GRM1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SUMO4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
ESR1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
MAD1L1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CARD11,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PMS2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
IL6,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
KLHL7,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
GARS,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
GCK,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
IKZF1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
GUSB,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SBDS,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
ELN,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
NCF1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CD36,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SAMD9,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
STAG3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
EPO,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SLC26A4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PPP1R3A,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CAV1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CFTR,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PAX4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
LEP,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
IRF5,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TNPO3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
ZNF212,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
SHH,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
BLK,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
MSR1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
FGL1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
LPL,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
HR,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
EPHX2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
EXTL3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
NSD3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
ANK1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
IKBKB,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
PRKDC,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
MCM4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CYP7B1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
DNAJC5B,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CRH,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
EYA1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
NBN,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
POP1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
OSR2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
WASHC5,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
MYC,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TG,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
DGAT1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
RECQL4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
DOCK8,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
JAK2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
APTX,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
IARS,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
FOXE1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
ALDOB,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
ABCA1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
TAL2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
MUSK,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
C5,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
NR5A1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
LMX1B,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
STXBP1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
NUP214,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CEL,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
ADAMTS13,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
CARD9,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
AGPAT2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
GRIN1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,1
MFN2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
RPS19,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ADSSL1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
POLD1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
FGF12,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ANTXR2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
OXCT1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
EQTN,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
FLCN,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SLC6A17,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
FGG,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ALG8,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
DRD5,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
AUH,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
NR0B2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
PRKAG2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
PGAM2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
AQP3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
TAB2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
AKR1C4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SPINT2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ABCB11,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
GCDH,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ATP5E,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
FOXG1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SACS,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ACAN,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ODC1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SLC25A38,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
REST,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
UROD,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
HTR1A,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
NDUFB3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CREB1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
RHO,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
GTPBP3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
MAN1B1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CYP2C8,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
MSTN,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
EP300,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ADH1C,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
TRPV4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
PGM1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ATP6V0A4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
PLOD2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
NNT,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
GABRA1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ABCG2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
NOG,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
NDRG1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
DNAJB6,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
EHMT1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
DDX59,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SCN1A,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
KCNK3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CENPE,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
IL11RA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
FAM111B,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CHRNA4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
NAXE,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
GALNS,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
TUBB1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CIDEC,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
P2RY12,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SPART,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SMARCE1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
MRPL3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
RPGRIP1L,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
FMO3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CAPN10,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
NACC1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
GPSM2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
FMN2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
HEXA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ANTXR1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SLC39A14,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
PROP1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
WNT3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SQSTM1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
KCNJ2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
KISS1R,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SEPT9,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
PGAP1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
FTL,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
MLH1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SLC37A4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
LDHA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CHRND,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CLP1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
LAMA2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
TNFRSF10B,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ATP2A2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ATF6,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CDKN2A,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
BRCA1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SNCB,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SPRY4,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
MFSD8,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
FIGLA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
LRRK2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
PTHLH,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SLC25A20,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
STAG1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
DOCK6,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ELP2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
LARS2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
HECW2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
HTT,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CES1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
IGF1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
FBP1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ACO2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
DDR2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
AGXT,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
TDP2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
COL9A2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
DONSON,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
IGFALS,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CLN8,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
DUSP6,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SEMA3E,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
TRAPPC9,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
GALNT9,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
INSR,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
DLD,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SPG11,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
KIF1B,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CA2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
HADHA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
TSPYL1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ASAH1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
UBR1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
EDN3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ERCC6L2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SERPINC1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
FANCE,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SLC36A2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
L2HGDH,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
OPA3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SLC34A2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
B9D1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
MOCOS,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
KCNQ5,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CSPP1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CLDN10,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
NSMF,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
APOA5,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
PARN,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
NDUFAF5,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
XPA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ARHGDIA,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SPTLC1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
TMPRSS15,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
NEK1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
TREM2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
PEPD,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SOST,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ANK3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
HIST1H1E,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CLDN19,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
KRT8,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
NR4A3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
REN,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
MGME1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
WDR62,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
GNRHR,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
NUS1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
EPM2A,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ARHGAP26,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SKI,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SMAD3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
DOLK,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
PPP1CB,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
MPV17,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ACSL6,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
LPIN2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CYP24A1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
MAG,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
MTO1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
TNFRSF11A,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SUCLA2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
MPDU1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
SLC25A13,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CHST3,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CHD2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CWF19L1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
RTN2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
LMBRD1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ARFGEF2,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
CDC42,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
WDR19,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
ABCA12,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
DLC1,PASS_Primary_biliary_cirrhosis,Immune_Dysregulation,0
