chr,start,stop,gene_symbol,strand,mendelian_disease_group
11,18501857,18548503,TSG101,-,Bone_and_Uric_Acid_Disorder
11,30252562,30256824,FSHB,+,Bone_and_Uric_Acid_Disorder
11,31806339,31839509,PAX6,-,Bone_and_Uric_Acid_Disorder
11,35160416,35253949,CD44,+,Bone_and_Uric_Acid_Disorder
11,61717355,61731066,BEST1,+,Bone_and_Uric_Acid_Disorder
11,64513860,64528187,PYGM,-,Bone_and_Uric_Acid_Disorder
11,64570985,64578188,MEN1,-,Bone_and_Uric_Acid_Disorder
11,65769549,65771617,BANF1,+,Bone_and_Uric_Acid_Disorder
11,67250504,67258579,AIP,+,Bone_and_Uric_Acid_Disorder
11,75273100,75283849,SERPINH1,+,Bone_and_Uric_Acid_Disorder
11,85668213,85780139,PICALM,-,Bone_and_Uric_Acid_Disorder
11,102980159,103350591,DYNC2H1,+,Bone_and_Uric_Acid_Disorder
11,118895060,118901616,SLC37A4,-,Bone_and_Uric_Acid_Disorder
12,4477392,4488894,FGF23,-,Bone_and_Uric_Acid_Disorder
12,7187514,7245043,C1R,-,Bone_and_Uric_Acid_Disorder
12,7342281,7364079,PEX5,+,Bone_and_Uric_Acid_Disorder
12,40618812,40763086,LRRK2,+,Bone_and_Uric_Acid_Disorder
12,48366747,48398285,COL2A1,-,Bone_and_Uric_Acid_Disorder
12,56473808,56497291,ERBB3,+,Bone_and_Uric_Acid_Disorder
12,68548549,68553521,IFNG,-,Bone_and_Uric_Acid_Disorder
12,100750856,100815837,SLC17A8,+,Bone_and_Uric_Acid_Disorder
12,110719031,110788897,ATP2A2,+,Bone_and_Uric_Acid_Disorder
12,112856535,112947717,PTPN11,+,Bone_and_Uric_Acid_Disorder
12,121416548,121440314,HNF1A,+,Bone_and_Uric_Acid_Disorder
13,20761603,20767114,GJB2,-,Bone_and_Uric_Acid_Disorder
13,28577410,28674729,FLT3,-,Bone_and_Uric_Acid_Disorder
13,32889616,32973809,BRCA2,+,Bone_and_Uric_Acid_Disorder
13,33590570,33640282,KL,+,Bone_and_Uric_Acid_Disorder
13,43148290,43182149,TNFSF11,+,Bone_and_Uric_Acid_Disorder
13,52506805,52585630,ATP7B,-,Bone_and_Uric_Acid_Disorder
13,78469615,78493903,EDNRB,-,Bone_and_Uric_Acid_Disorder
13,96204946,96232010,CLDN10,+,Bone_and_Uric_Acid_Disorder
14,23305792,23316803,MMP14,+,Bone_and_Uric_Acid_Disorder
14,24718319,24732416,TGM1,-,Bone_and_Uric_Acid_Disorder
14,90863326,90874619,CALM1,+,Bone_and_Uric_Acid_Disorder
14,105235686,105262080,AKT1,-,Bone_and_Uric_Acid_Disorder
15,25582395,25684175,UBE3A,-,Bone_and_Uric_Acid_Disorder
15,45003684,45010357,B2M,+,Bone_and_Uric_Acid_Disorder
15,51500253,51630795,CYP19A1,-,Bone_and_Uric_Acid_Disorder
15,89346673,89418585,ACAN,+,Bone_and_Uric_Acid_Disorder
16,3292027,3306627,MEFV,-,Bone_and_Uric_Acid_Disorder
16,3775055,3930121,CREBBP,-,Bone_and_Uric_Acid_Disorder
16,20344372,20364037,UMOD,-,Bone_and_Uric_Acid_Disorder
16,50731049,50766987,NOD2,+,Bone_and_Uric_Acid_Disorder
16,55513080,55540586,MMP2,+,Bone_and_Uric_Acid_Disorder
16,68771194,68869444,CDH1,+,Bone_and_Uric_Acid_Disorder
16,81812898,81991899,PLCG2,+,Bone_and_Uric_Acid_Disorder
16,85932773,85956211,IRF8,+,Bone_and_Uric_Acid_Disorder
16,88875876,88878342,APRT,-,Bone_and_Uric_Acid_Disorder
16,88880141,88923374,GALNS,-,Bone_and_Uric_Acid_Disorder
17,1665258,1680859,SERPINF1,+,Bone_and_Uric_Acid_Disorder
17,3539761,3566397,CTNS,+,Bone_and_Uric_Acid_Disorder
17,7571719,7590868,TP53,-,Bone_and_Uric_Acid_Disorder
17,10583648,10600885,SCO1,-,Bone_and_Uric_Acid_Disorder
17,32582295,32584220,CCL2,+,Bone_and_Uric_Acid_Disorder
17,36046433,36105096,HNF1B,-,Bone_and_Uric_Acid_Disorder
17,39968961,39979469,FKBP10,+,Bone_and_Uric_Acid_Disorder
17,40465342,40540513,STAT3,-,Bone_and_Uric_Acid_Disorder
17,41052813,41066450,G6PC,+,Bone_and_Uric_Acid_Disorder
17,42325757,42345502,SLC4A1,-,Bone_and_Uric_Acid_Disorder
17,45331207,45390077,ITGB3,+,Bone_and_Uric_Acid_Disorder
17,48261456,48279000,COL1A1,-,Bone_and_Uric_Acid_Disorder
17,54671059,54672951,NOG,+,Bone_and_Uric_Acid_Disorder
17,61554421,61575741,ACE,+,Bone_and_Uric_Acid_Disorder
17,61994562,61996198,GH1,-,Bone_and_Uric_Acid_Disorder
17,66507920,66529570,PRKAR1A,+,Bone_and_Uric_Acid_Disorder
17,72744750,72765499,SLC9A3R1,+,Bone_and_Uric_Acid_Disorder
17,76987797,77005899,CANT1,-,Bone_and_Uric_Acid_Disorder
18,33767479,33848685,MOCOS,+,Bone_and_Uric_Acid_Disorder
18,48556582,48611411,SMAD4,+,Bone_and_Uric_Acid_Disorder
19,1104648,1106787,GPX4,+,Bone_and_Uric_Acid_Disorder
19,3094407,3121454,GNA11,+,Bone_and_Uric_Acid_Disorder
19,7112265,7294011,INSR,-,Bone_and_Uric_Acid_Disorder
19,11200037,11244505,LDLR,+,Bone_and_Uric_Acid_Disorder
19,11685474,11689801,ACP5,-,Bone_and_Uric_Acid_Disorder
19,13001942,13010813,GCDH,+,Bone_and_Uric_Acid_Disorder
19,14202506,14228559,PRKACA,-,Bone_and_Uric_Acid_Disorder
19,33321418,33360683,SLC7A9,-,Bone_and_Uric_Acid_Disorder
19,41836811,41859831,TGFB1,-,Bone_and_Uric_Acid_Disorder
19,45504706,45541456,RELB,+,Bone_and_Uric_Acid_Disorder
19,51409607,51413994,KLK4,-,Bone_and_Uric_Acid_Disorder
19,52693054,52729678,PPP2R1A,+,Bone_and_Uric_Acid_Disorder
19,54369610,54379689,MYADM,+,Bone_and_Uric_Acid_Disorder
19,55525074,55549632,GP6,-,Bone_and_Uric_Acid_Disorder
2,9629410,9695917,ADAM17,-,Bone_and_Uric_Acid_Disorder
2,20191812,20212455,MATN3,-,Bone_and_Uric_Acid_Disorder
2,31557187,31637611,XDH,-,Bone_and_Uric_Acid_Disorder
2,44502596,44547962,SLC3A1,+,Bone_and_Uric_Acid_Disorder
2,46524540,46613842,EPAS1,+,Bone_and_Uric_Acid_Disorder
2,47630205,47710367,MSH2,+,Bone_and_Uric_Acid_Disorder
2,49189295,49381666,FSHR,-,Bone_and_Uric_Acid_Disorder
2,71162997,71192561,ATP6V1B1,+,Bone_and_Uric_Acid_Disorder
2,98330030,98356323,ZAP70,+,Bone_and_Uric_Acid_Disorder
2,113587336,113594356,IL1B,-,Bone_and_Uric_Acid_Disorder
2,113885137,113891593,IL1RN,+,Bone_and_Uric_Acid_Disorder
2,136871918,136875725,CXCR4,-,Bone_and_Uric_Acid_Disorder
2,163123588,163175218,IFIH1,-,Bone_and_Uric_Acid_Disorder
2,166604312,166650803,GALNT3,-,Bone_and_Uric_Acid_Disorder
2,175612322,175629200,CHRNA1,-,Bone_and_Uric_Acid_Disorder
2,189839098,189877472,COL3A1,+,Bone_and_Uric_Acid_Disorder
2,191833761,191878976,STAT1,-,Bone_and_Uric_Acid_Disorder
2,202899309,202903160,FZD7,+,Bone_and_Uric_Acid_Disorder
2,216225178,216300791,FN1,-,Bone_and_Uric_Acid_Disorder
2,233390869,233401375,CHRND,+,Bone_and_Uric_Acid_Disorder
2,241808161,241818536,AGXT,+,Bone_and_Uric_Acid_Disorder
20,6748744,6760910,BMP2,+,Bone_and_Uric_Acid_Disorder
20,10385427,10414887,MKKS,-,Bone_and_Uric_Acid_Disorder
20,10618331,10654694,JAG1,-,Bone_and_Uric_Acid_Disorder
20,34021148,34026027,GDF5,-,Bone_and_Uric_Acid_Disorder
20,44637546,44645200,MMP9,+,Bone_and_Uric_Acid_Disorder
20,52769987,52790516,CYP24A1,-,Bone_and_Uric_Acid_Disorder
20,54823787,54824871,MC3R,+,Bone_and_Uric_Acid_Disorder
20,56071020,56100183,CTCFL,-,Bone_and_Uric_Acid_Disorder
20,57226308,57254582,STX16,+,Bone_and_Uric_Acid_Disorder
20,57414794,57486250,GNAS,+,Bone_and_Uric_Acid_Disorder
21,33031934,33041243,SOD1,+,Bone_and_Uric_Acid_Disorder
21,37832919,37838739,CLDN14,-,Bone_and_Uric_Acid_Disorder
21,46305867,46340965,ITGB2,-,Bone_and_Uric_Acid_Disorder
22,17660191,17690779,ADA2,-,Bone_and_Uric_Acid_Disorder
22,19744225,19754855,TBX1,+,Bone_and_Uric_Acid_Disorder
3,3168599,3190706,TRNT1,+,Bone_and_Uric_Acid_Disorder
3,10183318,10195354,VHL,+,Bone_and_Uric_Acid_Disorder
3,12393000,12475855,PPARG,+,Bone_and_Uric_Acid_Disorder
3,37034840,37092337,MLH1,+,Bone_and_Uric_Acid_Disorder
3,41240941,41281939,CTNNB1,+,Bone_and_Uric_Acid_Disorder
3,45796940,45838035,SLC6A20,-,Bone_and_Uric_Acid_Disorder
3,46411632,46417697,CCR5,+,Bone_and_Uric_Acid_Disorder
3,46923738,46945289,PTH1R,+,Bone_and_Uric_Acid_Disorder
3,120347014,120401418,HGD,-,Bone_and_Uric_Acid_Disorder
3,121903180,122005344,CASR,+,Bone_and_Uric_Acid_Disorder
3,129247481,129254187,RHO,+,Bone_and_Uric_Acid_Disorder
3,133651539,133748920,SLCO2A1,-,Bone_and_Uric_Acid_Disorder
3,178866310,178952497,PIK3CA,+,Bone_and_Uric_Acid_Disorder
3,190105660,190129932,CLDN16,+,Bone_and_Uric_Acid_Disorder
4,981444,987224,SLC26A1,-,Bone_and_Uric_Acid_Disorder
4,1795038,1810599,FGFR3,+,Bone_and_Uric_Acid_Disorder
4,2845583,2931802,ADD1,+,Bone_and_Uric_Acid_Disorder
4,9827847,10023114,SLC2A9,-,Bone_and_Uric_Acid_Disorder
4,80898661,80994477,ANTXR2,-,Bone_and_Uric_Acid_Disorder
4,100799494,100815703,LAMTOR3,-,Bone_and_Uric_Acid_Disorder
4,103422485,103538459,NFKB1,+,Bone_and_Uric_Acid_Disorder
4,106067841,106200960,TET2,+,Bone_and_Uric_Acid_Disorder
4,129190391,129209984,PGRMC2,-,Bone_and_Uric_Acid_Disorder
4,156845269,156875048,CTSK,-,Bone_and_Uric_Acid_Disorder
4,156845269,156875048,CTSO,-,Bone_and_Uric_Acid_Disorder
4,175411327,175444049,HPGD,-,Bone_and_Uric_Acid_Disorder
4,178351928,178363657,AGA,-,Bone_and_Uric_Acid_Disorder
5,1201709,1225230,SLC6A19,+,Bone_and_Uric_Acid_Disorder
5,14664782,14699842,OTULIN,+,Bone_and_Uric_Acid_Disorder
5,14704908,14871887,ANKH,-,Bone_and_Uric_Acid_Disorder
5,42423876,42721980,GHR,+,Bone_and_Uric_Acid_Disorder
5,52393894,52405598,MOCS2,-,Bone_and_Uric_Acid_Disorder
5,135364583,135399507,TGFBI,+,Bone_and_Uric_Acid_Disorder
5,138089106,138270723,CTNNA1,+,Bone_and_Uric_Acid_Disorder
5,147204142,147211260,SPINK1,-,Bone_and_Uric_Acid_Disorder
5,148206155,148208197,ADRB2,+,Bone_and_Uric_Acid_Disorder
5,150694538,150727151,SLC36A2,-,Bone_and_Uric_Acid_Disorder
5,151040656,151066615,SPARC,-,Bone_and_Uric_Acid_Disorder
5,170814707,170837888,NPM1,+,Bone_and_Uric_Acid_Disorder
5,179247841,179265077,SQSTM1,+,Bone_and_Uric_Acid_Disorder
6,10873455,10882098,GCM2,-,Bone_and_Uric_Acid_Disorder
6,25912983,25930946,SLC17A2,-,Bone_and_Uric_Acid_Disorder
6,25912983,25930946,SLC34A1,-,Bone_and_Uric_Acid_Disorder
6,26087508,26095469,HFE,+,Bone_and_Uric_Acid_Disorder
6,39872033,39895455,MOCS1,-,Bone_and_Uric_Acid_Disorder
6,51480144,51952423,PKHD1,-,Bone_and_Uric_Acid_Disorder
6,112375370,112390887,WISP3,+,Bone_and_Uric_Acid_Disorder
6,152128453,152424408,ESR1,+,Bone_and_Uric_Acid_Disorder
6,167570359,167571319,GPR31,-,Bone_and_Uric_Acid_Disorder
7,19155090,19157295,TWIST1,-,Bone_and_Uric_Acid_Disorder
7,22766765,22771621,IL6,+,Bone_and_Uric_Acid_Disorder
7,44183869,44198887,GCK,-,Bone_and_Uric_Acid_Disorder
7,66452689,66460588,SBDS,-,Bone_and_Uric_Acid_Disorder
7,74188308,74203659,NCF1,+,Bone_and_Uric_Acid_Disorder
7,92116336,92157845,PEX1,-,Bone_and_Uric_Acid_Disorder
7,94023872,94060544,COL1A2,+,Bone_and_Uric_Acid_Disorder
7,117120016,117308718,CFTR,+,Bone_and_Uric_Acid_Disorder
7,127881330,127897682,LEP,+,Bone_and_Uric_Acid_Disorder
7,128828712,128853385,SMO,+,Bone_and_Uric_Acid_Disorder
7,142457318,142460927,PRSS1,+,Bone_and_Uric_Acid_Disorder
7,155595557,155604967,SHH,-,Bone_and_Uric_Acid_Disorder
8,38268655,38325363,FGFR1,-,Bone_and_Uric_Acid_Disorder
8,66933790,67012755,DNAJC5B,+,Bone_and_Uric_Acid_Disorder
8,119935795,119964383,TNFRSF11B,-,Bone_and_Uric_Acid_Disorder
8,145106166,145115584,OPLAH,-,Bone_and_Uric_Acid_Disorder
9,4490426,4587469,SLC1A1,+,Bone_and_Uric_Acid_Disorder
9,4985244,5128183,JAK2,+,Bone_and_Uric_Acid_Disorder
9,27284653,27297137,EQTN,-,Bone_and_Uric_Acid_Disorder
9,37422706,37436986,GRHPR,+,Bone_and_Uric_Acid_Disorder
9,95218488,95244844,ASPN,-,Bone_and_Uric_Acid_Disorder
9,133589267,133763062,ABL1,+,Bone_and_Uric_Acid_Disorder
9,139388895,139440238,NOTCH1,-,Bone_and_Uric_Acid_Disorder
9,140125384,140131006,SLC34A3,+,Bone_and_Uric_Acid_Disorder
1,1447522,1470067,ATAD3A,+,Cardiovascular_Disease
1,2160133,2241652,SKI,+,Cardiovascular_Disease
1,2985741,3355185,PRDM16,+,Cardiovascular_Disease
1,11845786,11866160,MTHFR,-,Cardiovascular_Disease
1,11905766,11907840,NPPA,-,Cardiovascular_Disease
1,12040237,12073572,MFN2,+,Cardiovascular_Disease
1,20959947,20978004,PINK1,+,Cardiovascular_Disease
1,25870075,25895377,LDLRAP1,+,Cardiovascular_Disease
1,26126666,26144713,SELENON,+,Cardiovascular_Disease
1,38076950,38100595,RSPO1,-,Cardiovascular_Disease
1,40723721,40759856,ZMPSTE24,+,Cardiovascular_Disease
1,46713366,46744145,RAD54L,+,Cardiovascular_Disease
1,53152013,53164038,COA7,-,Cardiovascular_Disease
1,53662100,53679869,CPT2,+,Cardiovascular_Disease
1,55505148,55530526,PCSK9,+,Cardiovascular_Disease
1,63063157,63071976,ANGPTL3,+,Cardiovascular_Disease
1,64088886,64125916,PGM1,+,Cardiovascular_Disease
1,78354199,78409578,NEXN,+,Cardiovascular_Disease
1,100315639,100389579,AGL,+,Cardiovascular_Disease
1,115247084,115259515,NRAS,-,Cardiovascular_Disease
1,145413190,145417545,HFE2,+,Cardiovascular_Disease
1,147228331,147232714,GJA5,-,Cardiovascular_Disease
1,151254790,151264381,ZNF687,+,Cardiovascular_Disease
1,151739130,151743806,OAZ3,+,Cardiovascular_Disease
1,154134288,154164611,TPM3,-,Cardiovascular_Disease
1,154554533,154580724,ADAR,-,Cardiovascular_Disease
1,154955769,154965587,FLAD1,+,Cardiovascular_Disease
1,155112366,155112883,DPM3,-,Cardiovascular_Disease
1,155867598,155880706,RIT1,-,Cardiovascular_Disease
1,156084460,156109880,LMNA,+,Cardiovascular_Disease
1,156213111,156217908,PAQR6,-,Cardiovascular_Disease
1,156830670,156851642,NTRK1,+,Cardiovascular_Disease
1,160185504,160232350,DCAF8,-,Cardiovascular_Disease
1,161171936,161184184,NDUFS2,+,Cardiovascular_Disease
1,161192082,161193418,APOA2,-,Cardiovascular_Disease
1,161274524,161279762,MPZ,-,Cardiovascular_Disease
1,161632904,161648444,FCGR2B,+,Cardiovascular_Disease
1,162531295,162569633,UAP1,+,Cardiovascular_Disease
1,166825748,166845654,TADA1,-,Cardiovascular_Disease
1,169433148,169455208,SLC19A2,-,Cardiovascular_Disease
1,169481191,169555769,F5,-,Cardiovascular_Disease
1,173872941,173886516,SERPINC1,-,Cardiovascular_Disease
1,179851176,179889212,TOR1AIP1,+,Cardiovascular_Disease
1,196621007,196716634,CFH,+,Cardiovascular_Disease
1,197008320,197036397,F13B,-,Cardiovascular_Disease
1,201328135,201346828,TNNT2,-,Cardiovascular_Disease
1,204123943,204135465,REN,-,Cardiovascular_Disease
1,206940947,206945839,IL10,-,Cardiovascular_Disease
1,207494816,207534311,CD55,+,Cardiovascular_Disease
1,207627644,207663240,CR2,+,Cardiovascular_Disease
1,207669472,207815110,CR1,+,Cardiovascular_Disease
1,209878135,209908295,HSD11B1,+,Cardiovascular_Disease
1,210851656,211307457,KCNH1,-,Cardiovascular_Disease
1,220087605,220101993,SLC30A10,-,Cardiovascular_Disease
1,220321609,220445843,RAB3GAP2,-,Cardiovascular_Disease
1,225997796,226033262,EPHX1,+,Cardiovascular_Disease
1,227058272,227083804,PSEN2,+,Cardiovascular_Disease
1,229566992,229569843,ACTA1,-,Cardiovascular_Disease
1,230838271,230850336,AGT,-,Cardiovascular_Disease
1,234509428,234519795,COA6,+,Cardiovascular_Disease
1,236849769,236927558,ACTN2,+,Cardiovascular_Disease
1,237205701,237997288,RYR2,+,Cardiovascular_Disease
1,244998638,245008359,COX20,+,Cardiovascular_Disease
10,13319795,13342130,PHYH,-,Cardiovascular_Disease
10,18429605,18830688,CACNB2,+,Cardiovascular_Disease
10,27399039,27443349,YME1L1,-,Cardiovascular_Disease
10,44872509,44880545,CXCL12,-,Cardiovascular_Disease
10,54525139,54531460,MBL2,-,Cardiovascular_Disease
10,60144902,60158990,TFAM,+,Cardiovascular_Disease
10,67679724,69455949,CTNNA3,-,Cardiovascular_Disease
10,69865873,69971773,MYPN,+,Cardiovascular_Disease
10,72357103,72362531,PRF1,-,Cardiovascular_Disease
10,75757871,75879914,VCL,+,Cardiovascular_Disease
10,76586170,76792380,KAT6B,+,Cardiovascular_Disease
10,88428425,88495824,LDB3,+,Cardiovascular_Disease
10,89623194,89728532,PTEN,+,Cardiovascular_Disease
10,90694830,90712580,ACTA2,-,Cardiovascular_Disease
10,90973325,91011660,LIPA,-,Cardiovascular_Disease
10,94352824,94415152,KIF11,+,Cardiovascular_Disease
10,95351592,95360993,RBP4,-,Cardiovascular_Disease
10,96522462,96612671,CYP2C19,+,Cardiovascular_Disease
10,96698414,96749148,CYP2C9,+,Cardiovascular_Disease
10,96796528,96829254,CYP2C8,-,Cardiovascular_Disease
10,100175954,100206704,HPS1,-,Cardiovascular_Disease
10,101468504,101492423,COX15,-,Cardiovascular_Disease
10,102747292,102754158,TWNK,+,Cardiovascular_Disease
10,112404154,112599227,RBM20,+,Cardiovascular_Disease
10,112679300,112773425,SHOC2,+,Cardiovascular_Disease
10,115803805,115806667,ADRB1,+,Cardiovascular_Disease
10,121410881,121437329,BAG3,+,Cardiovascular_Disease
10,135175986,135186908,ECHS1,-,Cardiovascular_Disease
11,532241,535550,HRAS,-,Cardiovascular_Disease
11,818900,825571,PNPLA2,+,Cardiovascular_Disease
11,1773981,1785222,CTSD,-,Cardiovascular_Disease
11,1861431,1862910,TNNI2,+,Cardiovascular_Disease
11,1940798,1959936,TNNT3,+,Cardiovascular_Disease
11,2904447,2906995,CDKN1C,-,Cardiovascular_Disease
11,2920950,2946476,SLC22A18,+,Cardiovascular_Disease
11,6411643,6416228,SMPD1,+,Cardiovascular_Disease
11,17406795,17410206,KCNJ11,-,Cardiovascular_Disease
11,17414431,17498449,ABCC8,-,Cardiovascular_Disease
11,18501857,18548503,TSG101,-,Cardiovascular_Disease
11,19203576,19232118,CSRP3,-,Cardiovascular_Disease
11,32409321,32457081,WT1,-,Cardiovascular_Disease
11,45907046,45928016,MAPK8IP1,+,Cardiovascular_Disease
11,46740742,46761056,F2,+,Cardiovascular_Disease
11,47353395,47374253,MYBPC3,-,Cardiovascular_Disease
11,47600561,47606115,NDUFS3,+,Cardiovascular_Disease
11,62457733,62475179,BSCL2,-,Cardiovascular_Disease
11,63742078,63744015,COX8A,+,Cardiovascular_Disease
11,65769549,65771617,BANF1,+,Cardiovascular_Disease
11,67250504,67258579,AIP,+,Cardiovascular_Disease
11,67374322,67380012,NDUFV1,+,Cardiovascular_Disease
11,67798083,67804114,NDUFS8,+,Cardiovascular_Disease
11,68080107,68216743,LRP5,+,Cardiovascular_Disease
11,68522350,68609399,CPT1A,-,Cardiovascular_Disease
11,68671318,68708069,IGHMBP2,+,Cardiovascular_Disease
11,71145456,71159477,DHCR7,-,Cardiovascular_Disease
11,72003469,72145724,CLPB,-,Cardiovascular_Disease
11,85339616,85347583,TMEM126B,+,Cardiovascular_Disease
11,85358962,85367597,TMEM126A,+,Cardiovascular_Disease
11,101322294,101454659,TRPC6,-,Cardiovascular_Disease
11,102660640,102668966,MMP1,-,Cardiovascular_Disease
11,107578100,107582787,SLN,-,Cardiovascular_Disease
11,107992257,108018891,ACAT1,+,Cardiovascular_Disease
11,111779349,111782473,CRYAB,-,Cardiovascular_Disease
11,111957547,111966525,SDHD,+,Cardiovascular_Disease
11,116660085,116663136,APOA5,-,Cardiovascular_Disease
11,116700623,116703787,APOC3,+,Cardiovascular_Disease
11,116706468,116708338,APOA1,-,Cardiovascular_Disease
11,118895060,118901616,SLC37A4,-,Cardiovascular_Disease
11,119076985,119178859,CBL,+,Cardiovascular_Disease
11,126138934,126148027,FOXRED1,+,Cardiovascular_Disease
11,134123433,134135746,ACAD8,+,Cardiovascular_Disease
12,2162415,2807115,CACNA1C,+,Cardiovascular_Disease
12,4477392,4488894,FGF23,-,Cardiovascular_Disease
12,4758263,4796720,NDUFA9,+,Cardiovascular_Disease
12,6437922,6451283,TNFRSF1A,-,Cardiovascular_Disease
12,12268960,12419811,LRP6,-,Cardiovascular_Disease
12,15034114,15038853,MGP,-,Cardiovascular_Disease
12,21950323,22089628,ABCC9,-,Cardiovascular_Disease
12,25358179,25403854,KRAS,-,Cardiovascular_Disease
12,32899477,32908887,YARS2,-,Cardiovascular_Disease
12,32943679,33049780,PKP2,-,Cardiovascular_Disease
12,48499655,48540187,PFKM,+,Cardiovascular_Disease
12,50497601,50505103,GPD1,+,Cardiovascular_Disease
12,50505763,50514240,COX14,+,Cardiovascular_Disease
12,51985019,52206648,SCN8A,+,Cardiovascular_Disease
12,56473808,56497291,ERBB3,+,Cardiovascular_Disease
12,58176527,58191370,TSFM,+,Cardiovascular_Disease
12,68548549,68553521,IFNG,-,Cardiovascular_Disease
12,69742133,69748013,LYZ,+,Cardiovascular_Disease
12,76738265,76742222,BBS10,-,Cardiovascular_Disease
12,81101407,81103256,MYF6,+,Cardiovascular_Disease
12,95365103,95397489,NDUFA12,-,Cardiovascular_Disease
12,98987402,98995778,SLC25A3,+,Cardiovascular_Disease
12,100897137,100957645,NR1H4,+,Cardiovascular_Disease
12,101988708,102079658,MYBPC1,+,Cardiovascular_Disease
12,102139274,102224645,GNPTAB,-,Cardiovascular_Disease
12,102811453,102874378,IGF1,-,Cardiovascular_Disease
12,108956293,108963160,ISCU,+,Cardiovascular_Disease
12,110972236,111021064,PPTC7,-,Cardiovascular_Disease
12,111348623,111358404,MYL2,-,Cardiovascular_Disease
12,111843751,111889427,SH2B3,+,Cardiovascular_Disease
12,112856535,112947717,PTPN11,+,Cardiovascular_Disease
12,121163570,121177811,ACADS,+,Cardiovascular_Disease
12,121416548,121440314,HNF1A,+,Cardiovascular_Disease
12,122716093,122751068,VPS33A,-,Cardiovascular_Disease
12,125262173,125348519,SCARB1,-,Cardiovascular_Disease
13,20761603,20767114,GJB2,-,Cardiovascular_Disease
13,23755059,23899304,SGCG,+,Cardiovascular_Disease
13,24304327,24463587,MIPEP,-,Cardiovascular_Disease
13,33590570,33640282,KL,+,Cardiovascular_Disease
13,41129800,41240734,FOXO1,-,Cardiovascular_Disease
13,48516790,48575462,SUCLA2,-,Cardiovascular_Disease
13,48807273,48836232,ITM2B,+,Cardiovascular_Disease
13,48985181,48987653,LPAR6,-,Cardiovascular_Disease
13,52506805,52585630,ATP7B,-,Cardiovascular_Disease
13,78469615,78493903,EDNRB,-,Cardiovascular_Disease
13,100741268,101182691,PCCA,+,Cardiovascular_Disease
13,110406183,110438914,IRS2,-,Cardiovascular_Disease
13,110801309,110959496,COL4A1,-,Cardiovascular_Disease
13,113760101,113774995,F7,+,Cardiovascular_Disease
14,23851198,23877486,MYH6,-,Cardiovascular_Disease
14,23881946,23904870,MYH7,-,Cardiovascular_Disease
14,32030590,32330429,NUBPL,+,Cardiovascular_Disease
14,51371934,51411248,PYGL,-,Cardiovascular_Disease
14,61438166,61447782,TRMT5,-,Cardiovascular_Disease
14,64319682,64693167,SYNE2,+,Cardiovascular_Disease
14,73603142,73690399,PSEN1,+,Cardiovascular_Disease
14,76424441,76448092,TGFB3,-,Cardiovascular_Disease
14,90422245,90511108,TDP1,+,Cardiovascular_Disease
14,90863326,90874619,CALM1,+,Cardiovascular_Disease
14,92335754,92414046,FBLN5,-,Cardiovascular_Disease
14,95552564,95608085,DICER1,-,Cardiovascular_Disease
14,105235686,105262080,AKT1,-,Cardiovascular_Disease
15,23930553,23932450,NDN,-,Cardiovascular_Disease
15,25101697,25223729,SNRPN,+,Cardiovascular_Disease
15,35080296,35087927,ACTC1,-,Cardiovascular_Disease
15,41679546,41694658,NDUFAF1,-,Cardiovascular_Disease
15,43235097,43398286,UBR1,-,Cardiovascular_Disease
15,45003684,45010357,B2M,+,Cardiovascular_Disease
15,48700502,48937985,FBN1,-,Cardiovascular_Disease
15,51500253,51630795,CYP19A1,-,Cardiovascular_Disease
15,58724174,58861073,LIPC,+,Cardiovascular_Disease
15,58888509,59042177,ADAM10,-,Cardiovascular_Disease
15,63334837,63364113,TPM1,+,Cardiovascular_Disease
15,66679210,66783882,MAP2K1,+,Cardiovascular_Disease
15,73612199,73661605,HCN4,-,Cardiovascular_Disease
15,76508628,76603810,ETFA,-,Cardiovascular_Disease
15,80445232,80478924,FAH,+,Cardiovascular_Disease
15,89859535,89878026,POLG,-,Cardiovascular_Disease
15,90207599,90222648,PLIN1,-,Cardiovascular_Disease
15,90627211,90645708,IDH2,-,Cardiovascular_Disease
15,91260578,91358686,BLM,+,Cardiovascular_Disease
15,100106132,100256629,MEF2A,+,Cardiovascular_Disease
16,222845,223709,HBA2,+,Cardiovascular_Disease
16,903634,1020984,LMF1,-,Cardiovascular_Disease
16,5121809,5137380,ALG1,+,Cardiovascular_Disease
16,8891669,8943194,PMM2,+,Cardiovascular_Disease
16,10971054,11018840,CIITA,+,Cardiovascular_Disease
16,15796991,15950887,MYH11,-,Cardiovascular_Disease
16,16243421,16317328,ABCC6,-,Cardiovascular_Disease
16,17196180,17564738,XYLT1,-,Cardiovascular_Disease
16,28488599,28503623,CLN3,-,Cardiovascular_Disease
